Experience,Salary
0.7002014711873006,76990.0220678095
1.8283336931289107,77760.00539693366
0.08313201465308562,65238.980219796285
2.4871085739214838,98460.62860882226
3.382193054972862,102295.89582459292
2.7966597175616092,96527.89576342414
7.185489583458434,158464.3437518765
4.497327186546344,142131.90779819514
1.070888774123785,80007.33161185677
3.042577065196653,120593.65597794979
6.688483030588292,154154.24545882439
9.825188483390034,220208.8272508505
0.22913141102057222,70122.97116530858
7.434792341516533,167601.88512274798
6.0752875998737,152545.3139981055
6.9017452026642925,170755.1780399644
7.20920556188398,165236.0834282597
0.07757401075826342,55647.61016137395
9.705829771324133,211097.446569862
1.5353616081555677,85839.42412233351
4.1219804301021306,112819.70645153197
8.964278485279936,198633.17727919904
3.446645775711409,101836.68663567113
8.222014662242831,183341.21993364248
9.80367676898516,213133.1515347774
6.572023069736028,158560.34604604042
3.5949204317514627,117120.80647627194
2.6256720645086062,100498.0809676291
7.403751952182297,183139.27928273444
2.9186310702967178,108664.46605445076
7.5482388504551645,175004.58275682747
4.089568852378252,128128.53278567379
2.894575589866484,112817.63384799726
0.7274389455371222,67159.58418305684
0.4909605840546638,70322.40876081996
6.943868865030614,155837.0329754592
0.8507887855723184,78079.83178358477
9.85808992598573,202826.34888978596
3.9179705584509095,115789.55837676364
4.463192458376346,120013.88687564518
2.275451724124223,88577.77586186334
3.399486633379578,119488.29950069367
1.3568838534965832,87298.25780244874
0.16350537711445456,59375.58065671682
5.306238397666089,132804.57596499135
6.810860046863797,154189.90070295695
3.494173215490032,106025.59823235049
8.235628327024651,186026.42490536976
9.214138158810247,191126.0723821537
9.556524848664472,211061.8727299671
6.058582213285871,154225.73319928808
4.006238689021517,118659.58033532275
8.680743417591906,200483.15126387856
8.921786183847901,187204.79275771853
8.712814311905774,184100.2146785866
1.462396390820594,94291.9458623089
2.105058559201296,106177.87838801944
3.602876198978594,119869.14298467891
7.900464554823331,184940.96832234995
